dexnum,name,poppoint,wellknown,legendary,recent,sets,gen,prime,destype
572,치라미,1,0,0,0,283,5,1,cute
573,치라치노,2,0,0,0,283,5,1,cute
574,고디탱,0,0,0,0,284,5,0,humanoid
575,고디보미,0,0,0,0,284,5,0,humanoid
576,고디모아젤,0,0,0,0,284,5,1,humanoid
577,유니란,0,0,0,0,285,5,0,amorph
578,듀란,0,0,0,0,285,5,0,amorph
579,란쿨루스,4,0,0,0,285,5,1,amorph
580,꼬지보리,0,0,0,0,286,5,0,bird
581,스완나,0,0,0,0,286,5,1,bird
582,바닐프티,0,0,0,0,287,5,0,mineral
583,바닐리치,0,0,0,0,287,5,0,mineral
584,배바닐라,0,0,0,0,287,5,1,mineral
585,사철록,0,0,0,0,288,5,1,animal
586,바라철록,0,0,0,0,288,5,0,animal
587,에몽가,2,0,0,0,289,5,1,cute
588,딱정곤,0,0,0,0,290,5,0,bug
589,슈바르고,0,0,0,0,290,5,1,bug
590,깜놀버슬,0,0,0,0,291,5,0,grass
591,뽀록나,0,0,0,0,291,5,1,grass
592,탱크릴,0,0,0,0,292,5,1,marine
593,탱탱겔,0,0,0,0,292,5,0,marine
594,맘복치,0,0,0,0,293,5,1,fish
595,파쪼옥,1,0,0,0,294,5,1,bug
596,전툴라,0,0,0,0,294,5,0,bug
597,철시드,0,0,0,0,295,5,0,mineral
598,너트령,0,0,0,0,295,5,1,mineral
599,기어르,0,0,0,0,296,5,0,mineral
600,기기어르,0,0,0,0,296,5,0,mineral
601,기기기어르,0,0,0,0,296,5,1,mineral
602,저리어,0,0,0,0,297,5,0,fish
603,저리릴,0,0,0,0,297,5,0,fish
604,저리더프,0,0,0,0,297,5,1,fish
605,리그레,0,0,0,0,298,5,0,humanoid
606,벰크,0,0,0,0,298,5,1,humanoid
607,불켜미,3,0,0,0,299,5,1,ghost
608,램프라,0,0,0,0,299,5,0,ghost
609,샹델라,8,0,0,0,299,5,1,ghost
610,터검니,0,0,0,0,300,5,1,dragon
611,액슨도,0,0,0,0,300,5,0,dragon
612,액스라이즈,7,0,0,0,300,5,1,dragon
613,코고미,0,0,0,0,301,5,1,animal
614,툰베어,0,0,0,0,301,5,1,animal
615,프리지오,0,0,0,0,302,5,1,mineral
616,쪼마리,0,0,0,0,303,5,0,bug
617,어지리더,0,0,0,0,303,5,1,bug
618,메더,0,0,0,0,304,5,1,fish
619,비조푸,0,0,0,0,305,5,0,catlike
620,비조도,0,0,0,0,305,5,1,catlike
621,크리만,0,0,0,0,306,5,1,dragon
622,골비람,0,0,0,0,307,5,0,ghost
623,골루그,1,0,0,0,307,5,1,ghost
624,자망칼,0,0,0,0,308,5,0,humanoid
625,절각참,3,0,0,0,308,5,1,humanoid
626,버프론,0,0,0,0,309,5,1,animal
627,수리둥보,0,0,0,0,310,5,0,animal
628,워글,0,0,0,0,310,5,1,animal
629,벌차이,0,0,0,0,311,5,0,animal
630,버랜지나,0,0,0,0,311,5,1,animal
631,앤티골,0,0,0,0,312,5,1,animal
632,아이앤트,0,0,0,0,313,5,1,bug
633,모노두,0,0,0,0,314,5,0,dragon
634,디헤드,0,0,0,0,314,5,0,dragon
635,삼삼드래,9,0,0,0,314,5,1,dragon
636,활화르바,0,0,0,0,315,5,0,bug
637,불카모스,7,0,0,0,315,5,1,bug
638,코바르온,0,0,1,0,316,5,1,monster
639,테라키온,0,0,1,0,317,5,1,monster
640,비리디온,0,0,1,0,318,5,1,monster
641,토네로스,0,0,1,0,319,5,1,humanoid
642,볼트로스,0,0,1,0,320,5,1,humanoid
643,레시라무,10,0,1,0,321,5,1,dragon
644,제크로무,10,0,1,0,322,5,1,dragon
645,랜드로스,0,0,1,0,323,5,1,humanoid
646,큐레무,6,0,1,0,324,5,1,dragon
647,케르디오,2,0,1,0,325,5,1,cute
648,메로엣타,8,0,1,0,326,5,1,cute
649,게노세크트,1,0,1,0,327,5,1,bug
650,도치마론,0,0,0,0,328,6,1,monster
651,도치보구,0,0,0,0,328,6,0,monster
652,브리가론,0,0,0,0,328,6,1,monster
653,푸호꼬,5,0,0,0,329,6,1,cute
654,테르나,4,0,0,0,329,6,1,cute
655,마폭시,4,0,0,0,329,6,1,cute
656,개구마르,1,0,0,0,330,6,1,water
657,개굴반장,0,0,0,0,330,6,0,water
658,개굴닌자,12,0,0,0,330,6,1,water
659,파르빗,0,0,0,0,331,6,1,animal
660,파르토,0,0,0,0,331,6,0,animal
661,화살꼬빈,0,0,0,0,332,6,0,bird
662,불화살빈,0,0,0,0,332,6,0,bird
663,파이어로,8,0,0,0,332,6,1,bird
664,분이벌레,0,0,0,0,333,6,0,bug
665,분떠도리,0,0,0,0,333,6,0,bug
666,비비용,0,0,0,0,333,6,1,bug
667,레오꼬,0,0,0,0,334,6,0,catlike
668,화염레오,0,0,0,0,334,6,1,catlike
669,플라베베,0,0,0,0,335,6,1,cute
670,플라엣테,0,0,0,0,335,6,1,cute
671,플라제스,0,0,0,0,335,6,0,cute
672,메이클,0,0,0,0,336,6,0,animal
673,고고트,0,0,0,0,336,6,1,animal
674,판짱,3,0,0,0,337,6,1,animal
675,부란다,2,0,0,0,337,6,0,animal
676,트리미앙,0,0,0,0,338,6,1,doglike
677,냐스퍼,5,0,0,0,339,6,1,catlike
678,냐오닉스,5,0,0,0,339,6,1,catlike
679,단칼빙,0,0,0,0,340,6,0,mineral
680,쌍검킬,0,0,0,0,340,6,0,mineral
681,킬가르도,7,0,0,0,340,6,1,mineral
682,슈쁘,0,0,0,0,341,6,0,monster
683,프레프티르,0,0,0,0,341,6,1,monster
684,나룸퍼프,1,0,0,0,342,6,1,cute
685,나루림,0,0,0,0,342,6,1,cute
686,오케이징,0,0,0,0,343,6,1,marine
687,칼라마네로,1,0,0,0,343,6,1,marine
688,거북손손,0,0,0,0,344,6,0,marine
689,거북손데스,0,0,0,0,344,6,1,marine
690,수레기,0,0,0,0,345,6,0,water
691,드래캄,2,0,0,0,345,6,1,water
692,완철포,0,0,0,0,346,6,0,water
693,블로스터,0,0,0,0,346,6,1,water
694,목도리키텔,0,0,0,0,347,6,1,animal
695,일레도리자드,1,0,0,0,347,6,1,animal
696,티고라스,0,0,0,0,348,6,0,dragon
697,견고라스,6,0,0,0,348,6,1,dragon
698,아마루스,0,0,0,0,349,6,0,dragon
699,아마루르가,3,0,0,0,349,6,1,dragon
700,님피아,13,0,0,0,66,6,1,cute
701,루차불,5,0,0,0,350,6,1,bird
702,데덴네,8,0,0,0,351,6,1,cute
703,멜리시,0,0,0,0,352,6,0,mineral
704,미끄메라,9,0,0,0,353,6,1,dragon
705,미끄네일,0,0,0,0,353,6,0,dragon
706,미끄래곤,7,0,0,0,353,6,1,dragon
707,클레피,0,0,0,0,354,6,1,mineral
708,나목령,1,0,0,0,355,6,1,ghost
709,대로트,2,0,0,0,355,6,1,ghost
710,호바귀,2,0,0,0,356,6,1,ghost
711,펌킨인,0,0,0,0,356,6,1,ghost
712,꽁어름,0,0,0,0,357,6,0,mineral
713,크레베이스,0,0,0,0,357,6,1,mineral
714,음뱃,0,0,0,0,358,6,1,dragon
715,음번,7,0,0,0,358,6,1,dragon
716,제르네아스,8,0,1,0,359,6,1,animal
717,이벨타르,6,0,1,0,360,6,1,bird
718,지가르데,4,0,1,0,361,6,1,long
719,디안시,6,0,1,0,352,6,1,cute
720,후파,3,0,1,0,362,6,1,cute
721,볼케니온,0,0,1,0,363,6,1,monster
722,나몰빼미,12,0,0,1,364,7,1,bird
723,빼미스로우,0,0,0,1,364,7,0,bird
724,모크나이퍼,8,0,0,1,364,7,1,bird
725,냐오불,5,0,0,1,365,7,1,catlike
726,냐오히트,0,0,0,1,365,7,0,catlike
727,어흥염,7,0,0,1,365,7,1,catlike
728,누리공,1,0,0,1,366,7,1,cute
729,키요공,0,0,0,1,366,7,0,cute
730,누리레느,9,0,0,1,366,7,1,cute
731,콕코구리,0,0,0,1,367,7,0,bird
732,크라파,0,0,0,1,367,7,0,bird
733,왕큰부리,0,0,0,1,367,7,1,bird
734,영구스,0,0,0,1,368,7,0,animal
735,형사구스,0,0,0,1,368,7,1,animal
736,턱지충이,0,0,0,1,369,7,1,bug
737,전지충이,0,0,0,1,369,7,0,bug
738,투구뿌논,4,0,0,1,369,7,1,bug
739,오기지게,0,0,0,1,370,7,0,animal
740,모단단게,0,0,0,1,370,7,1,animal
741,춤추새,0,0,0,1,371,7,1,bird
742,에블리,0,0,0,1,372,7,1,bug
743,에리본,1,0,0,1,372,7,1,bug
744,암멍이,3,0,0,1,373,7,1,doglike
745,루가루암,9,0,0,1,373,7,1,doglike
746,약어리,0,0,0,1,374,7,1,fish
747,시마사리,0,0,0,1,375,7,0,marine
748,더시마사리,2,0,0,1,375,7,1,marine
749,머드나기,0,0,0,1,376,7,0,animal
750,만마드,2,0,0,1,376,7,1,animal
751,물거미,0,0,0,1,377,7,0,bug
752,깨비물거미,0,0,0,1,377,7,1,bug
753,짜랑랑,0,0,0,1,378,7,0,bug
754,라란티스,3,0,0,1,378,7,1,bug
755,자마슈,0,0,0,1,379,7,0,grass
756,마셰이드,0,0,0,1,379,7,1,grass
757,야도뇽,0,0,0,1,380,7,0,animal
758,염뉴트,4,0,0,1,380,7,1,animal
759,포곰곰,0,0,0,1,381,7,0,animal
760,이븐곰,6,0,0,1,381,7,1,animal
761,달콤아,0,0,0,1,382,7,1,cute
762,달무리나,0,0,0,1,382,7,1,cute
763,달코퀸,3,0,0,1,382,7,1,cute
764,큐아링,0,0,0,1,383,7,1,cute
765,하랑우탄,0,0,0,1,384,7,1,humanoid
766,내던숭이,0,0,0,1,385,7,1,humanoid
767,꼬시레,0,0,0,1,386,7,0,bug
768,갑주무사,6,0,0,1,386,7,1,bug
769,모래꿍,0,0,0,1,387,7,0,ghost
770,모래성이당,0,0,0,1,387,7,1,ghost
771,해무기,5,0,0,1,388,7,1,marine
772,타입널,0,0,0,1,389,7,0,monster
773,실버디,5,0,0,1,389,7,1,monster
774,메테노,0,0,0,1,390,7,1,mineral
775,자말라,0,0,0,1,391,7,1,animal
776,폭거북스,0,0,0,1,392,7,1,animal
777,토게데마루,2,0,0,1,393,7,1,cute
778,따라큐,13,0,0,1,394,7,1,cute
779,치갈기,0,0,0,1,395,7,1,fish
780,할비롱,0,0,0,1,396,7,1,dragon
781,타타륜,0,0,0,1,397,7,1,mineral
782,짜랑꼬,0,0,0,1,398,7,0,dragon
783,짜랑고우,0,0,0,1,398,7,0,dragon
784,짜랑고우거,4,0,0,1,398,7,1,dragon
785,카푸꼬꼬꼭,2,0,1,1,399,7,1,cute
786,카푸나비나,0,0,1,1,400,7,1,cute
787,카푸브루루,0,0,1,1,401,7,1,cute
788,카푸느지느,0,0,1,1,402,7,1,cute
789,코스모그,1,0,1,1,403,7,1,cute
790,코스모움,0,0,1,1,403,7,0,cute
791,솔가레오,6,0,1,1,404,7,1,catlike
792,루나아라,3,0,1,1,405,7,1,ghost
793,텅비드,0,0,1,1,406,7,1,marine
794,매시붕,5,0,1,1,407,7,1,bug
795,페로코체,0,0,1,1,408,7,1,bug
796,전수목,0,0,1,1,409,7,1,mineral
797,철화구야,0,0,1,1,410,7,1,humanoid
798,종이신도,0,0,1,1,411,7,1,mineral
799,악식킹,0,0,1,1,412,7,1,monster
800,네크로즈마,3,0,1,1,413,7,1,dragon
801,마기아나,0,0,1,1,414,7,1,mineral
802,마샤도,5,0,1,1,415,7,1,cute
803,베베놈,0,0,1,1,416,7,1,dragon
804,아고용,0,0,1,1,416,7,1,dragon
805,차곡차곡,0,0,1,1,417,7,1,mineral
806,두파팡,0,0,1,1,418,7,1,humanoid
807,제라오라,11,0,1,1,419,7,1,catlike
808,멜탄,4,0,1,1,420,7,1,mineral
809,멜메탈,2,0,1,1,420,7,1,mineral
810,흥나숭,3,0,0,1,421,8,1,humanoid
811,채키몽,0,0,0,1,421,8,0,humanoid
812,고릴타,1,0,0,1,421,8,1,humanoid
813,염버니,6,0,0,1,422,8,1,humanoid
814,래비풋,0,0,0,1,422,8,0,humanoid
815,에이스번,13,0,0,1,422,8,1,humanoid
816,울머기,5,0,0,1,423,8,1,water
817,누겔레온,0,0,0,1,423,8,0,water
818,인텔리레온,6,0,0,1,423,8,1,water
819,탐리스,0,0,0,1,424,8,1,animal
820,요씽리스,0,0,0,1,424,8,0,animal
821,파라꼬,0,0,0,1,425,8,0,bird
822,파크로우,0,0,0,1,425,8,0,bird
823,아머까오,7,0,0,1,425,8,1,bird
824,두루지벌레,0,0,0,1,426,8,0,bug
825,레돔벌레,0,0,0,1,426,8,0,bug
826,이올브,0,0,0,1,426,8,1,bug
827,훔처우,0,0,0,1,427,8,1,animal
828,폭슬라이,0,0,0,1,427,8,0,animal
829,꼬모카,0,0,0,1,428,8,1,grass
830,백솜모카,0,0,0,1,428,8,1,grass
831,우르,6,0,0,1,429,8,1,cute
832,배우르,0,0,0,1,429,8,0,cute
833,깨물부기,0,0,0,1,430,8,0,water
834,갈가부기,0,0,0,1,430,8,1,water
835,멍파치,6,0,0,1,431,8,1,doglike
836,펄스멍,0,0,0,1,431,8,0,doglike
837,탄동,0,0,0,1,432,8,0,mineral
838,탄차곤,0,0,0,1,432,8,0,mineral
839,석탄산,0,0,0,1,432,8,1,mineral
840,과사삭벌레,0,0,0,1,433,8,0,bug
841,애프룡,0,0,0,1,433,8,1,bug
842,단지래플,4,0,0,1,433,8,1,bug
843,모래뱀,0,0,0,1,434,8,0,long
844,사다이사,0,0,0,1,434,8,1,long
845,윽우지,1,0,0,1,435,8,1,bird
846,찌로꼬치,0,0,0,1,436,8,0,fish
847,꼬치조,0,0,0,1,436,8,1,fish
848,일레즌,0,0,0,1,437,8,0,monster
849,스트린더,8,0,0,1,437,8,1,monster
850,태우지네,0,0,0,1,438,8,0,bug
851,다태우지네,2,0,0,1,438,8,1,bug
852,때때무노,0,0,0,1,439,8,0,marine
853,케오퍼스,0,0,0,1,439,8,1,marine
854,데인차,0,0,0,1,440,8,0,amorph
855,포트데스,0,0,0,1,440,8,1,amorph
856,몸지브림,0,0,0,1,441,8,1,cute
857,손지브림,0,0,0,1,441,8,1,cute
858,브리무음,7,0,0,1,441,8,1,cute
859,메롱꿍,0,0,0,1,442,8,0,humanoid
860,쏘겨모,0,0,0,1,442,8,0,humanoid
861,오롱털,3,0,0,1,442,8,1,humanoid
862,가로막구리,1,0,0,1,132,8,1,animal
863,나이킹,0,0,0,1,21,8,1,catlike
864,산호르곤,0,0,0,1,112,8,1,marine
865,창파나이트,5,0,0,1,34,8,1,bird
866,마임꽁꽁,0,0,0,1,56,8,1,humanoid
867,데스판,0,0,0,1,278,8,1,ghost
868,마빌크,0,0,0,1,443,8,0,cute
869,마휘핑,10,0,0,1,443,8,1,cute
870,대여르,4,0,0,1,444,8,1,cute
871,찌르성게,0,0,0,1,445,8,1,marine
872,누니머기,7,0,0,1,446,8,1,bug
873,모스노우,2,0,0,1,446,8,1,bug
874,돌헨진,0,0,0,1,447,8,1,mineral
875,빙큐보,1,0,0,1,448,8,1,bird
876,에써르,0,0,0,1,449,8,1,humanoid
877,모르페코,5,0,0,1,450,8,1,cute
878,끼리동,0,0,0,1,451,8,0,animal
879,대왕끼리동,0,0,0,1,451,8,1,animal
880,파치래곤,0,0,0,1,452,8,1,monster
881,파치르돈,0,0,0,1,453,8,1,monster
882,어래곤,2,0,0,1,454,8,1,monster
883,어치르돈,0,0,0,1,455,8,1,monster
884,두랄루돈,0,0,0,1,456,8,1,dragon
885,드라꼰,0,0,0,1,457,8,0,dragon
886,드래런치,0,0,0,1,457,8,0,dragon
887,드래펄트,12,0,0,1,457,8,1,dragon
888,자시안,11,0,1,1,458,8,1,doglike
889,자마젠타,3,0,1,1,459,8,1,doglike
890,무한다이노,4,0,1,1,460,8,1,dragon
891,치고마,0,0,1,1,461,8,0,animal
892,우라오스,0,0,1,1,461,8,1,animal
893,자루도,0,0,1,1,462,8,1,animal
894,레지에레키,0,0,1,1,463,8,1,monster
895,레지드라고,0,0,1,1,464,8,1,monster
896,블리자포스,0,0,1,1,465,8,1,animal
897,레이스포스,0,0,1,1,466,8,1,animal
898,버드렉스,0,0,1,1,467,8,1,monster
